ppos1,ppos2,mean.r2,nobs,chrom,panel,domain
740001,760001,0.22546768604097428,2116529,V,α&β,center
760001,780001,0.225860707924214,2127211,V,α&β,center
780001,800001,0.22428860111591983,2152453,V,α&β,center
800001,820001,0.222373568455666,2158535,V,α&β,center
820001,840001,0.22060903507171697,2131787,V,α&β,center
840001,860001,0.22080293840727672,2132650,V,α&β,center
860001,880001,0.21703977781845693,2138770,V,α&β,center
880001,900001,0.21632433044451718,2102269,V,α&β,center
900001,920001,0.21395092340395466,2078331,V,α&β,center
920001,940001,0.21132281449921841,2076997,V,α&β,center
940001,960001,0.21145803903302124,2081625,V,α&β,center
960001,980001,0.21159515880317856,2062567,V,α&β,center
1,20001,0.6283410290916599,1795593,V,β,arm
20001,40001,0.5506415264255519,1568283,V,β,arm
40001,60001,0.5171023453145429,1555360,V,β,arm
60001,80001,0.48349540597634855,1528412,V,β,arm
80001,100001,0.45524225233849686,1474898,V,β,arm
100001,120001,0.43702496174820277,1452024,V,β,arm
120001,140001,0.4194419468881281,1416041,V,β,arm
140001,160001,0.4051853115367717,1387348,V,β,arm
160001,180001,0.39316345755530013,1320123,V,β,arm
180001,200001,0.3820262745825891,1287584,V,β,arm
200001,220001,0.36706630043677385,1276573,V,β,arm
220001,240001,0.36679143457891067,1237964,V,β,arm
240001,260001,0.34898523637827983,1211553,V,β,arm
260001,280001,0.33915106082612245,1189979,V,β,arm
280001,300001,0.32814418731528194,1199814,V,β,arm
300001,320001,0.3098175556073195,1231320,V,β,arm
320001,340001,0.2895398598282039,1229119,V,β,arm
340001,360001,0.2860343730061003,1238183,V,β,arm
360001,380001,0.2712810500042333,1214117,V,β,arm
380001,400001,0.25983623081866947,1226423,V,β,arm
400001,420001,0.2608792572521569,1210029,V,β,arm
420001,440001,0.2526467053503354,1195682,V,β,arm
440001,460001,0.24054075609105927,1213316,V,β,arm
460001,480001,0.23847711582690534,1262028,V,β,arm
480001,500001,0.22751578364060904,1240042,V,β,arm
500001,520001,0.21829232704269322,1230191,V,β,arm
520001,540001,0.21542887606287522,1252025,V,β,arm
540001,560001,0.202719873235818,1220129,V,β,arm
560001,580001,0.19301086317064353,1154949,V,β,arm
580001,600001,0.18915985711423702,1122130,V,β,arm
600001,620001,0.1869964072468592,1123721,V,β,arm
620001,640001,0.183815664888515,1091246,V,β,arm
640001,660001,0.17067866458174039,1052184,V,β,arm
660001,680001,0.16561592060834643,1088070,V,β,arm
680001,700001,0.16352030722962338,1065407,V,β,arm
700001,720001,0.1583456221387506,1038231,V,β,arm
720001,740001,0.14873805726227815,1027325,V,β,arm
740001,760001,0.14195564401235247,1011135,V,β,arm
760001,780001,0.14424193133157112,1021601,V,β,arm
780001,800001,0.13552435763709725,1038287,V,β,arm
800001,820001,0.12916432843306405,1034366,V,β,arm
820001,840001,0.12706671725952837,1058019,V,β,arm
840001,860001,0.11648021768719469,1098369,V,β,arm
860001,880001,0.11074512621465235,1062136,V,β,arm
880001,900001,0.11380144215409776,1063818,V,β,arm
900001,920001,0.1084885657931155,1038509,V,β,arm
920001,940001,0.10463902446535055,1031469,V,β,arm
940001,960001,0.10069366768127963,1000239,V,β,arm
960001,980001,0.09825405272881116,1002290,V,β,arm
1,20001,0.5375231370825571,2104379,V,β,arm&center
20001,40001,0.4732730650118383,1894420,V,β,arm&center
40001,60001,0.44942560524999375,1857561,V,β,arm&center
60001,80001,0.4298857262346647,1827889,V,β,arm&center
80001,100001,0.415899260611188,1797396,V,β,arm&center
100001,120001,0.40787758010105646,1772381,V,β,arm&center
120001,140001,0.393563555174829,1758627,V,β,arm&center
140001,160001,0.38371464973162306,1777786,V,β,arm&center
160001,180001,0.380836484652388,1776840,V,β,arm&center
180001,200001,0.37378306407481776,1783456,V,β,arm&center
200001,220001,0.36261132178518535,1788199,V,β,arm&center
220001,240001,0.35749295432901496,1779598,V,β,arm&center
240001,260001,0.3483397600124683,1771846,V,β,arm&center
260001,280001,0.3413956997677686,1733235,V,β,arm&center
280001,300001,0.33637540510233516,1749904,V,β,arm&center
300001,320001,0.32648053823767637,1744860,V,β,arm&center
320001,340001,0.320345585849457,1723446,V,β,arm&center
340001,360001,0.31823011843884025,1736930,V,β,arm&center
360001,380001,0.31735986239699393,1724437,V,β,arm&center
380001,400001,0.3110800982642497,1737711,V,β,arm&center
400001,420001,0.31012667922489645,1734262,V,β,arm&center
420001,440001,0.3035167691076234,1718274,V,β,arm&center
440001,460001,0.30177846616790205,1751822,V,β,arm&center
460001,480001,0.29961640675636714,1756031,V,β,arm&center
480001,500001,0.29409834605436774,1757261,V,β,arm&center
500001,520001,0.29295213603625464,1756368,V,β,arm&center
520001,540001,0.2922543463373532,1764809,V,β,arm&center
540001,560001,0.29097476075984735,1752073,V,β,arm&center
560001,580001,0.28933483837581414,1732334,V,β,arm&center
580001,600001,0.288647426318348,1733167,V,β,arm&center
600001,620001,0.2880070127567383,1734361,V,β,arm&center
620001,640001,0.28664057590886416,1712371,V,β,arm&center
640001,660001,0.2834233464875569,1691122,V,β,arm&center
660001,680001,0.28343684447402595,1694292,V,β,arm&center
680001,700001,0.279153669261322,1688655,V,β,arm&center
700001,720001,0.27645650420643975,1689045,V,β,arm&center
720001,740001,0.27534804669731283,1672428,V,β,arm&center
740001,760001,0.2707428045835349,1665236,V,β,arm&center
760001,780001,0.27082154434283384,1686913,V,β,arm&center
780001,800001,0.26859296953240336,1701454,V,β,arm&center
800001,820001,0.2661780641515803,1703691,V,β,arm&center
820001,840001,0.26151242631089155,1691866,V,β,arm&center
840001,860001,0.25799840929044643,1704872,V,β,arm&center
860001,880001,0.2560092753588327,1691461,V,β,arm&center
880001,900001,0.25277065724365033,1669774,V,β,arm&center
900001,920001,0.24780284975219588,1655500,V,β,arm&center
920001,940001,0.24332335922103246,1662160,V,β,arm&center
940001,960001,0.2398794683832671,1675789,V,β,arm&center
960001,980001,0.24016293651364093,1681241,V,β,arm&center
1,20001,0.5070841210850272,2230423,V,β,center
20001,40001,0.448483575661928,2020723,V,β,center
40001,60001,0.42735321213528554,1966452,V,β,center
60001,80001,0.412755821796364,1931581,V,β,center
80001,100001,0.4030198693898009,1901103,V,β,center
100001,120001,0.39982067132591836,1868280,V,β,center
120001,140001,0.3870663470889185,1863272,V,β,center
140001,160001,0.37828926982398575,1903176,V,β,center
160001,180001,0.37926478056352625,1925257,V,β,center
180001,200001,0.3742570656015051,1934658,V,β,center
200001,220001,0.3634647436952274,1942548,V,β,center
220001,240001,0.3570364797721071,1942689,V,β,center
240001,260001,0.350164563623078,1940487,V,β,center
260001,280001,0.3430934886868439,1878803,V,β,center
280001,300001,0.3391989272711059,1899031,V,β,center
300001,320001,0.3320483809884353,1871587,V,β,center
320001,340001,0.33094542534677474,1841489,V,β,center
340001,360001,0.32942314212942453,1848078,V,β,center
360001,380001,0.33198560063694477,1845108,V,β,center
380001,400001,0.3275164282117582,1853710,V,β,center
400001,420001,0.32630496168252815,1846730,V,β,center
420001,440001,0.3212522912978536,1825297,V,β,center
440001,460001,0.32247260615515955,1859183,V,β,center
460001,480001,0.3217839610360841,1836880,V,β,center
480001,500001,0.3176165627458012,1839512,V,β,center
500001,520001,0.31952318982458,1836724,V,β,center
520001,540001,0.31958520259627377,1834450,V,β,center
540001,560001,0.3213095513458003,1823968,V,β,center
560001,580001,0.3216958910394256,1820491,V,β,center
580001,600001,0.3206441085002395,1836086,V,β,center
600001,620001,0.31999238430838284,1838217,V,β,center
620001,640001,0.3195854632101683,1812171,V,β,center
640001,660001,0.31743723636736043,1783558,V,β,center
660001,680001,0.3194186097401544,1774504,V,β,center
680001,700001,0.3127678885784372,1781299,V,β,center
700001,720001,0.3093518595867594,1776573,V,β,center
720001,740001,0.31021698947934523,1755890,V,β,center
740001,760001,0.30576950334496317,1759048,V,β,center
760001,780001,0.304902812296203,1772596,V,β,center
780001,800001,0.3044135440445905,1800718,V,β,center
800001,820001,0.30361672173970217,1801072,V,β,center
820001,840001,0.3006285166145931,1769019,V,β,center
840001,860001,0.2993812282854886,1767294,V,β,center
860001,880001,0.2974507190749929,1757241,V,β,center
880001,900001,0.29394738020634387,1715194,V,β,center
900001,920001,0.2887477615235698,1702021,V,β,center
920001,940001,0.2830433151979748,1705267,V,β,center
940001,960001,0.28020615262610105,1720390,V,β,center
960001,980001,0.28272024349622915,1713659,V,β,center
1,20001,0.9021580030836295,941759,X,α,arm
20001,40001,0.8581332593653498,786857,X,α,arm
40001,60001,0.8440105418256393,748674,X,α,arm
60001,80001,0.8156383880418165,715184,X,α,arm
80001,100001,0.7985858895576577,629160,X,α,arm
100001,120001,0.7958347265902171,612000,X,α,arm
120001,140001,0.791777856788029,554639,X,α,arm
140001,160001,0.7735307156927813,514117,X,α,arm
160001,180001,0.7575157047857854,498100,X,α,arm
180001,200001,0.7460706519428231,495546,X,α,arm
200001,220001,0.729221060871998,489437,X,α,arm
220001,240001,0.7077197352405612,465458,X,α,arm
240001,260001,0.6644640641211056,453078,X,α,arm
260001,280001,0.6546957636627181,468660,X,α,arm
280001,300001,0.6538920217892045,454620,X,α,arm
300001,320001,0.6033512987931373,464317,X,α,arm
320001,340001,0.6105738364603536,452469,X,α,arm
340001,360001,0.5941871303054025,462353,X,α,arm
360001,380001,0.5722347919859134,457901,X,α,arm
380001,400001,0.5615234792345871,459553,X,α,arm
400001,420001,0.5626104540396113,457816,X,α,arm
420001,440001,0.5253073210793615,451443,X,α,arm
440001,460001,0.5188332364406325,467999,X,α,arm
460001,480001,0.5041419790500057,479041,X,α,arm
480001,500001,0.4939294040598209,476838,X,α,arm
500001,520001,0.4986537322015857,478479,X,α,arm
520001,540001,0.4835662240563776,471809,X,α,arm
540001,560001,0.4752594296816968,439823,X,α,arm
560001,580001,0.4873584438170968,424546,X,α,arm
580001,600001,0.47451529328353437,430863,X,α,arm
600001,620001,0.4468094105904935,397464,X,α,arm
620001,640001,0.45677067939268434,392432,X,α,arm
640001,660001,0.44741536654696884,381712,X,α,arm
660001,680001,0.44297510839143633,372791,X,α,arm
680001,700001,0.4419132334175949,399968,X,α,arm
700001,720001,0.42593436360176895,422137,X,α,arm
720001,740001,0.4063480652191603,405971,X,α,arm
740001,760001,0.4150990703720214,428694,X,α,arm
760001,780001,0.39592097436918894,446029,X,α,arm
780001,800001,0.38383792851139076,414169,X,α,arm
800001,820001,0.37529532382834035,415355,X,α,arm
820001,840001,0.3580778191986151,403762,X,α,arm
840001,860001,0.36641551987404275,385111,X,α,arm
860001,880001,0.3580385555419785,375586,X,α,arm
880001,900001,0.3588569262192938,365977,X,α,arm
900001,920001,0.3546298061240372,338025,X,α,arm
920001,940001,0.3441047519842285,337172,X,α,arm
940001,960001,0.33875040953342256,330723,X,α,arm
960001,980001,0.3486178725788003,337080,X,α,arm
1,20001,0.9042545002092572,916885,X,α,arm&center
20001,40001,0.8592709727739326,761797,X,α,arm&center
40001,60001,0.845036800102547,726205,X,α,arm&center
60001,80001,0.8177500342119397,693572,X,α,arm&center
80001,100001,0.7999384357695543,612219,X,α,arm&center
100001,120001,0.796356459861583,595195,X,α,arm&center
120001,140001,0.792365359333377,544086,X,α,arm&center
140001,160001,0.7739775626898119,500463,X,α,arm&center
160001,180001,0.7585979287176766,486026,X,α,arm&center
180001,200001,0.7457312227597681,475918,X,α,arm&center
200001,220001,0.7286975149254948,467757,X,α,arm&center
220001,240001,0.7089452863225809,447827,X,α,arm&center
240001,260001,0.664455264815673,437178,X,α,arm&center
260001,280001,0.6526347072385227,447561,X,α,arm&center
280001,300001,0.6516058637607617,436092,X,α,arm&center
300001,320001,0.6005096171342267,445104,X,α,arm&center
320001,340001,0.6075598402599003,433009,X,α,arm&center
340001,360001,0.5917023163350577,441080,X,α,arm&center
360001,380001,0.5703239980067535,436866,X,α,arm&center
380001,400001,0.5600133399722824,438641,X,α,arm&center
400001,420001,0.5598306165423093,435897,X,α,arm&center
420001,440001,0.5227280043496679,433032,X,α,arm&center
440001,460001,0.5165502746398807,446907,X,α,arm&center
460001,480001,0.5021185952142442,456125,X,α,arm&center
480001,500001,0.4928652603739174,454765,X,α,arm&center
500001,520001,0.4955013879722646,456098,X,α,arm&center
520001,540001,0.4821470778620716,447639,X,α,arm&center
540001,560001,0.47349957298330125,418634,X,α,arm&center
560001,580001,0.48525146457100904,403205,X,α,arm&center
580001,600001,0.47290719134694925,411019,X,α,arm&center
600001,620001,0.4448855195030059,379004,X,α,arm&center
620001,640001,0.45535679772318544,373347,X,α,arm&center
640001,660001,0.4471503454976047,362640,X,α,arm&center
660001,680001,0.4421799962316476,356036,X,α,arm&center
680001,700001,0.44346940926742345,381588,X,α,arm&center
700001,720001,0.42593171949387154,402373,X,α,arm&center
720001,740001,0.40662362572905336,386597,X,α,arm&center
740001,760001,0.415115806204878,408999,X,α,arm&center
760001,780001,0.3978679190883556,426989,X,α,arm&center
780001,800001,0.3859914698702384,398026,X,α,arm&center
800001,820001,0.3790328968673216,400495,X,α,arm&center
820001,840001,0.362042193868874,389397,X,α,arm&center
840001,860001,0.37022283191345606,370618,X,α,arm&center
860001,880001,0.36420434471288404,363553,X,α,arm&center
880001,900001,0.3654716408927158,354384,X,α,arm&center
900001,920001,0.363570514821987,326905,X,α,arm&center
920001,940001,0.3528921832799394,328085,X,α,arm&center
940001,960001,0.34803399222394976,320828,X,α,arm&center
960001,980001,0.35752204318675557,328737,X,α,arm&center
1,20001,0.9661371480766641,402659,X,α,center
20001,40001,0.9116910115381434,300478,X,α,center
40001,60001,0.8838074748081699,240928,X,α,center
60001,80001,0.8713198027292806,225676,X,α,center
80001,100001,0.8544639539910479,244937,X,α,center
100001,120001,0.793933066348381,189978,X,α,center
120001,140001,0.7279747117120432,163431,X,α,center
140001,160001,0.6927010332949473,134097,X,α,center
160001,180001,0.6978139649520331,133880,X,α,center
180001,200001,0.6854974543265997,110152,X,α,center
200001,220001,0.6359250216855263,82847,X,α,center
220001,240001,0.6119253439403081,79269,X,α,center
240001,260001,0.5267170199353967,83754,X,α,center
260001,280001,0.5168604605011852,84855,X,α,center
280001,300001,0.5039732444998944,84273,X,α,center
300001,320001,0.5191821466535728,84403,X,α,center
320001,340001,0.5314030960999222,84773,X,α,center
340001,360001,0.5029842713314562,80189,X,α,center
360001,380001,0.5283180659189491,68473,X,α,center
380001,400001,0.5156547080860207,66072,X,α,center
400001,420001,0.43080772378450977,77330,X,α,center
420001,440001,0.40309588726158674,80783,X,α,center
440001,460001,0.4153930385551585,70338,X,α,center
460001,480001,0.39488888306148306,74045,X,α,center
480001,500001,0.3927867173141153,71742,X,α,center
500001,520001,0.3437274354833964,73402,X,α,center
520001,540001,0.32740408258810527,69691,X,α,center
540001,560001,0.35090350820893373,55679,X,α,center
560001,580001,0.33520566910590843,49804,X,α,center
580001,600001,0.36609345581279984,55235,X,α,center
600001,620001,0.36369550988363974,57496,X,α,center
620001,640001,0.2988638100684789,55502,X,α,center
640001,660001,0.35384548121787945,55650,X,α,center
660001,680001,0.495539625305864,54034,X,α,center
680001,700001,0.5070436549828942,58768,X,α,center
700001,720001,0.4942834666816074,59907,X,α,center
720001,740001,0.4635562590946806,57332,X,α,center
740001,760001,0.45072918240179566,58541,X,α,center
760001,780001,0.530387498771689,75525,X,α,center
780001,800001,0.5618988361567564,96700,X,α,center
800001,820001,0.6190220235156076,102367,X,α,center
820001,840001,0.6118856257918811,98864,X,α,center
840001,860001,0.5951843674489591,94252,X,α,center
860001,880001,0.6547451440955747,104492,X,α,center
880001,900001,0.6936755267972154,114209,X,α,center
900001,920001,0.7010345991215163,119294,X,α,center
920001,940001,0.687223042202464,110190,X,α,center
940001,960001,0.6888681771401136,106012,X,α,center
960001,980001,0.6660450264140468,116255,X,α,center
1,20001,0.5355404263003886,1218076,X,α&β,arm
20001,40001,0.4770090573660293,1045980,X,α&β,arm
40001,60001,0.4528800371948309,1035685,X,α&β,arm
60001,80001,0.43433374893915494,1022593,X,α&β,arm
80001,100001,0.41448792472965346,980345,X,α&β,arm
100001,120001,0.3998848824977399,979827,X,α&β,arm
120001,140001,0.38502157083417404,965602,X,α&β,arm
140001,160001,0.3731029570680541,970327,X,α&β,arm
160001,180001,0.3700833669755015,946889,X,α&β,arm
180001,200001,0.36914181657558603,938988,X,α&β,arm
200001,220001,0.35557401340409706,945775,X,α&β,arm
220001,240001,0.34590022606286613,919477,X,α&β,arm
240001,260001,0.3425365785264974,923715,X,α&β,arm
260001,280001,0.33500668870792744,939944,X,α&β,arm
280001,300001,0.33707551147730336,892958,X,α&β,arm
300001,320001,0.33198149555294576,888353,X,α&β,arm
320001,340001,0.32723086124837186,885732,X,α&β,arm
340001,360001,0.32446616986949733,874002,X,α&β,arm
360001,380001,0.3198200715141203,877739,X,α&β,arm
380001,400001,0.3183170359782729,865629,X,α&β,arm
400001,420001,0.3176794673538083,844055,X,α&β,arm
420001,440001,0.31380091421950945,851324,X,α&β,arm
440001,460001,0.30795497571392383,845094,X,α&β,arm
460001,480001,0.3023631344587252,846656,X,α&β,arm
480001,500001,0.3020688017095229,856192,X,α&β,arm
500001,520001,0.3051057644410205,854547,X,α&β,arm
520001,540001,0.2970291196172817,842139,X,α&β,arm
540001,560001,0.2906857014679666,831430,X,α&β,arm
560001,580001,0.28591149090408774,821541,X,α&β,arm
580001,600001,0.2816814208521122,836264,X,α&β,arm
600001,620001,0.27431061403550916,810997,X,α&β,arm
620001,640001,0.27218193603157365,820501,X,α&β,arm
640001,660001,0.2670146292318024,811201,X,α&β,arm
660001,680001,0.2611581105189445,803426,X,α&β,arm
680001,700001,0.2625893212201688,829462,X,α&β,arm
700001,720001,0.260524691871893,832299,X,α&β,arm
720001,740001,0.25803254022764843,812672,X,α&β,arm
740001,760001,0.26145695393478174,831588,X,α&β,arm
760001,780001,0.2575567022047107,834521,X,α&β,arm
780001,800001,0.2554090933051741,812087,X,α&β,arm
800001,820001,0.2565593361358839,799241,X,α&β,arm
820001,840001,0.2443208205227016,795154,X,α&β,arm
840001,860001,0.241683253447802,814953,X,α&β,arm
860001,880001,0.247563646636944,791830,X,α&β,arm
880001,900001,0.2438608237574351,791980,X,α&β,arm
900001,920001,0.2383414635018407,781105,X,α&β,arm
920001,940001,0.23521928417157908,775609,X,α&β,arm
940001,960001,0.23379525482177624,775580,X,α&β,arm
960001,980001,0.22673981985758873,776109,X,α&β,arm
1,20001,0.5466963541606867,1169368,X,α&β,arm&center
20001,40001,0.4871696235022223,1007799,X,α&β,arm&center
40001,60001,0.46197505325033233,997853,X,α&β,arm&center
60001,80001,0.44048059701136705,986407,X,α&β,arm&center
80001,100001,0.42238711094641385,946411,X,α&β,arm&center
100001,120001,0.4073699877347231,943293,X,α&β,arm&center
120001,140001,0.3910133356906992,932591,X,α&β,arm&center
140001,160001,0.37911429936568214,934915,X,α&β,arm&center
160001,180001,0.3744169923407123,912643,X,α&β,arm&center
180001,200001,0.3707374904354358,905227,X,α&β,arm&center
200001,220001,0.35728497338398163,909921,X,α&β,arm&center
220001,240001,0.34693640786778945,883280,X,α&β,arm&center
240001,260001,0.34445482518709086,888845,X,α&β,arm&center
260001,280001,0.3358227827878274,904505,X,α&β,arm&center
280001,300001,0.33961585613382717,860608,X,α&β,arm&center
300001,320001,0.3336199088619314,856754,X,α&β,arm&center
320001,340001,0.329764924210445,856967,X,α&β,arm&center
340001,360001,0.32744791345193314,842698,X,α&β,arm&center
360001,380001,0.32078503526669944,845225,X,α&β,arm&center
380001,400001,0.3213935128684226,832191,X,α&β,arm&center
400001,420001,0.320871421932597,814894,X,α&β,arm&center
420001,440001,0.31940548701572635,822850,X,α&β,arm&center
440001,460001,0.3155703599924573,818000,X,α&β,arm&center
460001,480001,0.30923701665639086,820812,X,α&β,arm&center
480001,500001,0.3098102042403363,830312,X,α&β,arm&center
500001,520001,0.31339227729524277,825879,X,α&β,arm&center
520001,540001,0.30518431857921435,813116,X,α&β,arm&center
540001,560001,0.29709719610482066,801716,X,α&β,arm&center
560001,580001,0.294011693684023,791357,X,α&β,arm&center
580001,600001,0.2904169090735613,806035,X,α&β,arm&center
600001,620001,0.284069328015487,781143,X,α&β,arm&center
620001,640001,0.2793793046290403,784577,X,α&β,arm&center
640001,660001,0.2738637810551875,781375,X,α&β,arm&center
660001,680001,0.268685408691904,773814,X,α&β,arm&center
680001,700001,0.26849649851311125,796668,X,α&β,arm&center
700001,720001,0.2653016658819728,799245,X,α&β,arm&center
720001,740001,0.2606232853111876,784408,X,α&β,arm&center
740001,760001,0.2626067824941042,802655,X,α&β,arm&center
760001,780001,0.25743375658719486,806422,X,α&β,arm&center
780001,800001,0.255449938385723,783188,X,α&β,arm&center
800001,820001,0.25755730674935945,773234,X,α&β,arm&center
820001,840001,0.24547141949332543,772467,X,α&β,arm&center
840001,860001,0.24299628914072358,790805,X,α&β,arm&center
860001,880001,0.24763517413054403,770002,X,α&β,arm&center
880001,900001,0.2457474334971513,770842,X,α&β,arm&center
900001,920001,0.24032198687214232,765531,X,α&β,arm&center
920001,940001,0.23716240363610294,757505,X,α&β,arm&center
940001,960001,0.2353369958880686,755521,X,α&β,arm&center
960001,980001,0.22861063353310024,760838,X,α&β,arm&center
1,20001,0.8581041216535457,576128,X,α&β,center
20001,40001,0.7753828734064901,500508,X,α&β,center
40001,60001,0.7246795167054737,470007,X,α&β,center
60001,80001,0.6793233304109187,452943,X,α&β,center
80001,100001,0.6736892031049196,439994,X,α&β,center
100001,120001,0.6450017108099757,418809,X,α&β,center
120001,140001,0.6302411719330251,390134,X,α&β,center
140001,160001,0.627200660231124,386231,X,α&β,center
160001,180001,0.579243178553257,368814,X,α&β,center
180001,200001,0.5331249202844125,335823,X,α&β,center
200001,220001,0.47637874971502026,300399,X,α&β,center
220001,240001,0.4173723138203199,289120,X,α&β,center
240001,260001,0.4017553648034502,290181,X,α&β,center
260001,280001,0.39455711609132604,298704,X,α&β,center
280001,300001,0.3896172280255661,264473,X,α&β,center
300001,320001,0.3396672301086536,262254,X,α&β,center
320001,340001,0.30947262288040833,252675,X,α&β,center
340001,360001,0.2769057648246618,247386,X,α&β,center
360001,380001,0.25464430565930196,222109,X,α&β,center
380001,400001,0.24901242570367066,205396,X,α&β,center
400001,420001,0.2112220471040459,203216,X,α&β,center
420001,440001,0.20422964591453643,193426,X,α&β,center
440001,460001,0.2030456028134555,166512,X,α&β,center
460001,480001,0.21110696591291836,149786,X,α&β,center
480001,500001,0.2060234615912974,139293,X,α&β,center
500001,520001,0.2040400303736478,139084,X,α&β,center
520001,540001,0.21057115517276911,138033,X,α&β,center
540001,560001,0.21372324508334842,133224,X,α&β,center
560001,580001,0.22542186819539267,126843,X,α&β,center
580001,600001,0.22799761921777426,127625,X,α&β,center
600001,620001,0.2377780200070266,129000,X,α&β,center
620001,640001,0.22842534925925145,127336,X,α&β,center
640001,660001,0.24044149233704407,134104,X,α&β,center
660001,680001,0.25545258806060733,134769,X,α&β,center
680001,700001,0.2603558412901621,126931,X,α&β,center
700001,720001,0.24615639004995185,129535,X,α&β,center
720001,740001,0.20019511760528172,135352,X,α&β,center
740001,760001,0.18148415865809456,149134,X,α&β,center
760001,780001,0.1814609216888074,149681,X,α&β,center
780001,800001,0.18580629896361892,154563,X,α&β,center
800001,820001,0.20583295693729298,161110,X,α&β,center
820001,840001,0.21399234748332205,166199,X,α&β,center
840001,860001,0.2148168065819975,157907,X,α&β,center
860001,880001,0.21975121543441645,155451,X,α&β,center
880001,900001,0.2270437209711799,152949,X,α&β,center
900001,920001,0.22972342073491114,160513,X,α&β,center
920001,940001,0.22028263898992897,158870,X,α&β,center
940001,960001,0.2161346687923746,168390,X,α&β,center
960001,980001,0.21077018321509988,186416,X,α&β,center
1,20001,0.6338093549866098,1105136,X,β,arm
20001,40001,0.5826787647338433,937257,X,β,arm
40001,60001,0.5663167734283678,926334,X,β,arm
60001,80001,0.5543271697646158,906716,X,β,arm
80001,100001,0.5351523884161506,878349,X,β,arm
100001,120001,0.5235884430232169,874064,X,β,arm
120001,140001,0.5127948926269503,857903,X,β,arm
140001,160001,0.5055008379390126,863661,X,β,arm
160001,180001,0.5089395767902496,841916,X,β,arm
180001,200001,0.5002787870331405,836254,X,β,arm
200001,220001,0.4838765004323715,845773,X,β,arm
220001,240001,0.47296357974757625,807915,X,β,arm
240001,260001,0.4736801885819535,818928,X,β,arm
260001,280001,0.4730497998345497,824230,X,β,arm
280001,300001,0.4651385104168241,781416,X,β,arm
300001,320001,0.46701567161496693,768049,X,β,arm
320001,340001,0.4655535474426698,770029,X,β,arm
340001,360001,0.4601896781836921,750429,X,β,arm
360001,380001,0.45798332469728703,753080,X,β,arm
380001,400001,0.45301532700878644,742904,X,β,arm
400001,420001,0.44337570028083506,721542,X,β,arm
420001,440001,0.43704238702746767,739430,X,β,arm
440001,460001,0.4336155748666573,729175,X,β,arm
460001,480001,0.42777639287150615,733215,X,β,arm
480001,500001,0.421319278525037,747379,X,β,arm
500001,520001,0.4187647269395168,739572,X,β,arm
520001,540001,0.4137366050027469,724907,X,β,arm
540001,560001,0.4128658373395967,719283,X,β,arm
560001,580001,0.40242308473010013,716169,X,β,arm
580001,600001,0.39612059014856166,734697,X,β,arm
600001,620001,0.39777683042499806,711061,X,β,arm
620001,640001,0.39600184130726457,717845,X,β,arm
640001,660001,0.3896741173530441,710446,X,β,arm
660001,680001,0.3783606343275504,704274,X,β,arm
680001,700001,0.3752492416933121,722647,X,β,arm
700001,720001,0.3737690043132373,713461,X,β,arm
720001,740001,0.37154353063596,702899,X,β,arm
740001,760001,0.3758734663844309,714990,X,β,arm
760001,780001,0.3721166390600575,709811,X,β,arm
780001,800001,0.37155427242744227,694675,X,β,arm
800001,820001,0.36877064705108153,688735,X,β,arm
820001,840001,0.3667976163198967,681255,X,β,arm
840001,860001,0.36126009292781236,703470,X,β,arm
860001,880001,0.36696648618840444,686601,X,β,arm
880001,900001,0.37093774787389244,687857,X,β,arm
900001,920001,0.36657967028329475,687915,X,β,arm
920001,940001,0.36261899584001434,675850,X,β,arm
940001,960001,0.36066719906069344,680642,X,β,arm
960001,980001,0.3523645672714795,671847,X,β,arm
1,20001,0.644470098053794,1054358,X,β,arm&center
20001,40001,0.5940003932801007,895921,X,β,arm&center
40001,60001,0.57532194710942,886772,X,β,arm&center
60001,80001,0.5622167336721179,870741,X,β,arm&center
80001,100001,0.5444457333725666,844761,X,β,arm&center
100001,120001,0.5318691328919517,837977,X,β,arm&center
120001,140001,0.5230629292792438,822230,X,β,arm&center
140001,160001,0.5170400097120692,830465,X,β,arm&center
160001,180001,0.5188766847604465,809949,X,β,arm&center
180001,200001,0.5106028468960552,799928,X,β,arm&center
200001,220001,0.49209862145945227,807297,X,β,arm&center
220001,240001,0.4791377213021831,772229,X,β,arm&center
240001,260001,0.4826956585717671,783676,X,β,arm&center
260001,280001,0.48148665371559934,788504,X,β,arm&center
280001,300001,0.474860708477488,749342,X,β,arm&center
300001,320001,0.4771916128820367,737836,X,β,arm&center
320001,340001,0.476276229957544,738665,X,β,arm&center
340001,360001,0.47027039681927685,721842,X,β,arm&center
360001,380001,0.4649520533224633,722214,X,β,arm&center
380001,400001,0.4605184733508714,711354,X,β,arm&center
400001,420001,0.4509698507126335,693820,X,β,arm&center
420001,440001,0.44646373696309244,710710,X,β,arm&center
440001,460001,0.4444874209565585,703391,X,β,arm&center
460001,480001,0.43627753089519444,709020,X,β,arm&center
480001,500001,0.4314002985582654,718007,X,β,arm&center
500001,520001,0.4294051546100035,711508,X,β,arm&center
520001,540001,0.4236065473385558,699039,X,β,arm&center
540001,560001,0.42054070119073395,689797,X,β,arm&center
560001,580001,0.4103587189215327,689219,X,β,arm&center
580001,600001,0.4053559362942254,703120,X,β,arm&center
600001,620001,0.40767598184363163,679117,X,β,arm&center
