ppos1,ppos2,mean.r2,nobs,chrom,panel,domain
1,20001,0.6213609995518463,1408155,I,α,arm
20001,40001,0.5555307521072606,1227194,I,α,arm
40001,60001,0.5215241040962536,1203806,I,α,arm
60001,80001,0.4989939301156142,1147507,I,α,arm
80001,100001,0.4736004577144168,1147427,I,α,arm
100001,120001,0.4526692821533461,1120233,I,α,arm
120001,140001,0.43464358433575506,1102404,I,α,arm
140001,160001,0.4128558863519443,1142437,I,α,arm
160001,180001,0.3981795366955433,1118374,I,α,arm
180001,200001,0.3752964443555651,1075777,I,α,arm
200001,220001,0.35322232981598917,1077457,I,α,arm
220001,240001,0.3386409948453428,1020030,I,α,arm
240001,260001,0.3267431113689628,990451,I,α,arm
260001,280001,0.32053475881870863,994050,I,α,arm
280001,300001,0.30729074658859706,975316,I,α,arm
300001,320001,0.2887760825387516,981526,I,α,arm
320001,340001,0.27703811540855044,954718,I,α,arm
340001,360001,0.2666716361019426,960250,I,α,arm
360001,380001,0.2569008745700426,939157,I,α,arm
380001,400001,0.24739216534865593,907604,I,α,arm
400001,420001,0.2445282875705412,908650,I,α,arm
420001,440001,0.24216515098117036,892746,I,α,arm
440001,460001,0.2428198943132271,871749,I,α,arm
460001,480001,0.2294850801910332,885267,I,α,arm
480001,500001,0.22187399505728633,873123,I,α,arm
500001,520001,0.21864127495479135,855831,I,α,arm
520001,540001,0.2047434894238109,846093,I,α,arm
540001,560001,0.19540249666870968,829588,I,α,arm
560001,580001,0.18257675798517428,850920,I,α,arm
580001,600001,0.1751704191987392,837100,I,α,arm
600001,620001,0.17129065840477967,839271,I,α,arm
620001,640001,0.1672664732333785,844677,I,α,arm
640001,660001,0.16442927571305063,798056,I,α,arm
660001,680001,0.16151873473838482,783188,I,α,arm
680001,700001,0.15059811759656044,812155,I,α,arm
700001,720001,0.1515623406420933,800621,I,α,arm
720001,740001,0.1431133930825336,813376,I,α,arm
740001,760001,0.13059317063027726,803914,I,α,arm
760001,780001,0.12626287293124022,803674,I,α,arm
780001,800001,0.12221786625321762,811825,I,α,arm
800001,820001,0.11514177408894251,762271,I,α,arm
820001,840001,0.11163836683922175,745053,I,α,arm
840001,860001,0.1020273778189704,747103,I,α,arm
860001,880001,0.09570387193641275,750419,I,α,arm
880001,900001,0.09452045488220552,760618,I,α,arm
900001,920001,0.09167739300082538,741757,I,α,arm
920001,940001,0.08784169690379048,730777,I,α,arm
940001,960001,0.08004263990390786,737894,I,α,arm
960001,980001,0.07433946703586385,709821,I,α,arm
1,20001,0.6510644847667848,1383011,I,α,arm&center
20001,40001,0.5871199077747701,1209594,I,α,arm&center
40001,60001,0.5592086111517872,1164747,I,α,arm&center
60001,80001,0.5390646087227409,1135346,I,α,arm&center
80001,100001,0.5222903618994061,1136870,I,α,arm&center
100001,120001,0.505297604379687,1126859,I,α,arm&center
120001,140001,0.4903211126615176,1124277,I,α,arm&center
140001,160001,0.47663882780253164,1127928,I,α,arm&center
160001,180001,0.46700130066052303,1118931,I,α,arm&center
180001,200001,0.4543506450264622,1108129,I,α,arm&center
200001,220001,0.43953994236026517,1122766,I,α,arm&center
220001,240001,0.4334882257867429,1098177,I,α,arm&center
240001,260001,0.4259220152333643,1075439,I,α,arm&center
260001,280001,0.42265449724646587,1077321,I,α,arm&center
280001,300001,0.42105043439842976,1058456,I,α,arm&center
300001,320001,0.41165182756927904,1066190,I,α,arm&center
320001,340001,0.40397179709850656,1058716,I,α,arm&center
340001,360001,0.39524100041604315,1070131,I,α,arm&center
360001,380001,0.3951691744519882,1053944,I,α,arm&center
380001,400001,0.3911457865004482,1017092,I,α,arm&center
400001,420001,0.3940614799109123,1016686,I,α,arm&center
420001,440001,0.39540149124284096,1027694,I,α,arm&center
440001,460001,0.39704796928797903,1035509,I,α,arm&center
460001,480001,0.3914302450079528,1040016,I,α,arm&center
480001,500001,0.3825517757076525,1019985,I,α,arm&center
500001,520001,0.3835835700696296,1019686,I,α,arm&center
520001,540001,0.37414515644917656,1008108,I,α,arm&center
540001,560001,0.36479780090014624,999050,I,α,arm&center
560001,580001,0.35677199348167016,1009672,I,α,arm&center
580001,600001,0.34945031135582566,1005328,I,α,arm&center
600001,620001,0.3486628504683978,1000912,I,α,arm&center
620001,640001,0.3476542580393752,995795,I,α,arm&center
640001,660001,0.34704738213708414,979024,I,α,arm&center
660001,680001,0.3467909554867286,983512,I,α,arm&center
680001,700001,0.33443712348661664,997132,I,α,arm&center
700001,720001,0.3345729449872939,994366,I,α,arm&center
720001,740001,0.3262234155279184,999526,I,α,arm&center
740001,760001,0.3200780450717787,993085,I,α,arm&center
760001,780001,0.3144817332100382,1010498,I,α,arm&center
780001,800001,0.3091952659224715,1021801,I,α,arm&center
800001,820001,0.3053786129108704,986194,I,α,arm&center
820001,840001,0.30413679831040874,968113,I,α,arm&center
840001,860001,0.2984071729960822,971439,I,α,arm&center
860001,880001,0.29729787594370977,983118,I,α,arm&center
880001,900001,0.30088364968988923,992581,I,α,arm&center
900001,920001,0.30465115594208186,983217,I,α,arm&center
920001,940001,0.2976756757623369,985300,I,α,arm&center
940001,960001,0.29845932827771765,994962,I,α,arm&center
960001,980001,0.3002863909389713,977618,I,α,arm&center
1,20001,0.6809089674788328,1422060,I,α,center
20001,40001,0.62241343316193,1238287,I,α,center
40001,60001,0.6007613588584136,1156827,I,α,center
60001,80001,0.5823515273016869,1146187,I,α,center
80001,100001,0.5722484970513837,1149281,I,α,center
100001,120001,0.5588700741254616,1149710,I,α,center
120001,140001,0.5473559695379597,1152288,I,α,center
140001,160001,0.5474383709983729,1111722,I,α,center
160001,180001,0.5458458843251456,1104491,I,α,center
180001,200001,0.5388041777077562,1118751,I,α,center
200001,220001,0.5278809505394744,1140195,I,α,center
220001,240001,0.5232165034201787,1140426,I,α,center
240001,260001,0.5219434278934776,1121636,I,α,center
260001,280001,0.5230153910063838,1116186,I,α,center
280001,300001,0.5296653045284084,1088507,I,α,center
300001,320001,0.5277600869129675,1079818,I,α,center
320001,340001,0.5221437428480268,1079184,I,α,center
340001,360001,0.517888905798571,1091844,I,α,center
360001,380001,0.5249739182005657,1081095,I,α,center
380001,400001,0.5261816531576116,1046583,I,α,center
400001,420001,0.5385186548982468,1043545,I,α,center
420001,440001,0.5383930258478148,1068865,I,α,center
440001,460001,0.5367872400508299,1090531,I,α,center
460001,480001,0.5401409233653724,1078515,I,α,center
480001,500001,0.5323710200763758,1061256,I,α,center
500001,520001,0.5315943773640314,1077195,I,α,center
520001,540001,0.5267883577542151,1050569,I,α,center
540001,560001,0.5225521867240834,1021514,I,α,center
560001,580001,0.5199367739470512,1011627,I,α,center
580001,600001,0.5038217471354497,1027758,I,α,center
600001,620001,0.504043560630765,1030505,I,α,center
620001,640001,0.5091219279109369,1016792,I,α,center
640001,660001,0.5024859092372844,1010943,I,α,center
660001,680001,0.5012183829528287,1015612,I,α,center
680001,700001,0.49386059259991616,1009198,I,α,center
700001,720001,0.4918992109260076,1016272,I,α,center
720001,740001,0.48654092992983355,1015137,I,α,center
740001,760001,0.483208607144818,1004816,I,α,center
760001,780001,0.4771702991926257,1014807,I,α,center
780001,800001,0.4722469297706742,1019747,I,α,center
800001,820001,0.46897713361755294,982544,I,α,center
820001,840001,0.46967984683324626,955360,I,α,center
840001,860001,0.4693585636945304,956465,I,α,center
860001,880001,0.4744974352112583,981262,I,α,center
880001,900001,0.48142652572858874,999867,I,α,center
900001,920001,0.4828976346766429,989818,I,α,center
920001,940001,0.47364823829807345,986661,I,α,center
940001,960001,0.4799686697210655,996993,I,α,center
960001,980001,0.4835670040705117,989784,I,α,center
1,20001,0.4473891163751192,1670161,I,α&β,arm
20001,40001,0.36951313951122083,1497680,I,α&β,arm
40001,60001,0.33728753966320374,1479494,I,α&β,arm
60001,80001,0.30958298657626776,1434407,I,α&β,arm
80001,100001,0.29317183252507323,1427503,I,α&β,arm
100001,120001,0.28200277465113427,1414136,I,α&β,arm
120001,140001,0.26661063846407523,1400957,I,α&β,arm
140001,160001,0.2575306461969187,1423510,I,α&β,arm
160001,180001,0.25016588299900083,1397631,I,α&β,arm
180001,200001,0.2355540228991435,1355952,I,α&β,arm
200001,220001,0.22829179225272578,1354671,I,α&β,arm
220001,240001,0.21695345648709938,1320102,I,α&β,arm
240001,260001,0.2076481638748831,1301450,I,α&β,arm
260001,280001,0.20375328262741235,1297508,I,α&β,arm
280001,300001,0.19662801493893475,1285683,I,α&β,arm
300001,320001,0.1889694427725781,1298365,I,α&β,arm
320001,340001,0.18009467295610337,1264503,I,α&β,arm
340001,360001,0.17215942162008205,1270276,I,α&β,arm
360001,380001,0.16527415171577095,1279416,I,α&β,arm
380001,400001,0.15752378618388788,1276906,I,α&β,arm
400001,420001,0.15818305689197565,1277395,I,α&β,arm
420001,440001,0.15815740166676362,1258600,I,α&β,arm
440001,460001,0.16000020500792272,1240169,I,α&β,arm
460001,480001,0.1548593737118934,1243418,I,α&β,arm
480001,500001,0.1500406230139839,1211303,I,α&β,arm
500001,520001,0.14584883749686353,1186100,I,α&β,arm
520001,540001,0.14030824048911208,1193030,I,α&β,arm
540001,560001,0.13644173129591455,1173178,I,α&β,arm
560001,580001,0.13105662617389902,1186262,I,α&β,arm
580001,600001,0.12583724387562345,1169168,I,α&β,arm
600001,620001,0.12342318655954282,1172069,I,α&β,arm
620001,640001,0.12195047789385159,1164045,I,α&β,arm
640001,660001,0.12166124858408367,1117794,I,α&β,arm
660001,680001,0.125615785471588,1093408,I,α&β,arm
680001,700001,0.11892481548103279,1110595,I,α&β,arm
700001,720001,0.11868003407205062,1088477,I,α&β,arm
720001,740001,0.11189681706883704,1102955,I,α&β,arm
740001,760001,0.10646323591407102,1085743,I,α&β,arm
760001,780001,0.1046370775191601,1090043,I,α&β,arm
780001,800001,0.10429985164036373,1082580,I,α&β,arm
800001,820001,0.09942911706670665,1039652,I,α&β,arm
820001,840001,0.09705512171969573,1019187,I,α&β,arm
840001,860001,0.09094506935312392,1012790,I,α&β,arm
860001,880001,0.08524864793306565,1018527,I,α&β,arm
880001,900001,0.08432524738635208,1015715,I,α&β,arm
900001,920001,0.08312385365520289,997955,I,α&β,arm
920001,940001,0.08195464476672903,994512,I,α&β,arm
940001,960001,0.076549841962359,991594,I,α&β,arm
960001,980001,0.07213120426372441,981416,I,α&β,arm
1,20001,0.4470856588798033,1770508,I,α&β,arm&center
20001,40001,0.3768386132511031,1588940,I,α&β,arm&center
40001,60001,0.3460079238377698,1558183,I,α&β,arm&center
60001,80001,0.3230456016555046,1554410,I,α&β,arm&center
80001,100001,0.30922697936003424,1559923,I,α&β,arm&center
100001,120001,0.2994638414149436,1552006,I,α&β,arm&center
120001,140001,0.2900054020259104,1546046,I,α&β,arm&center
140001,160001,0.28598982636176096,1538217,I,α&β,arm&center
160001,180001,0.28073482735554456,1519794,I,α&β,arm&center
180001,200001,0.2714887599832781,1523868,I,α&β,arm&center
200001,220001,0.2694969641915647,1543726,I,α&β,arm&center
220001,240001,0.2655273117909154,1509156,I,α&β,arm&center
240001,260001,0.2616710552183209,1489332,I,α&β,arm&center
260001,280001,0.2593396247151169,1488886,I,α&β,arm&center
280001,300001,0.25240824464763206,1487969,I,α&β,arm&center
300001,320001,0.2453611430034383,1505968,I,α&β,arm&center
320001,340001,0.24260137830842507,1489079,I,α&β,arm&center
340001,360001,0.238716285443637,1491233,I,α&β,arm&center
360001,380001,0.2315161947432226,1496542,I,α&β,arm&center
380001,400001,0.22640220472910413,1480410,I,α&β,arm&center
400001,420001,0.22853381241961,1483167,I,α&β,arm&center
420001,440001,0.2301656602275803,1488722,I,α&β,arm&center
440001,460001,0.23374059825329796,1482418,I,α&β,arm&center
460001,480001,0.23430372104438255,1478221,I,α&β,arm&center
480001,500001,0.23201712740972927,1452120,I,α&β,arm&center
500001,520001,0.2295073068392168,1445042,I,α&β,arm&center
520001,540001,0.22001474078216166,1443748,I,α&β,arm&center
540001,560001,0.21571148800026876,1438048,I,α&β,arm&center
560001,580001,0.21334110401745215,1452480,I,α&β,arm&center
580001,600001,0.2080895489914438,1458644,I,α&β,arm&center
600001,620001,0.20653810192662062,1451698,I,α&β,arm&center
620001,640001,0.20556974825428165,1427116,I,α&β,arm&center
640001,660001,0.20289885551798878,1403112,I,α&β,arm&center
660001,680001,0.20549432451897814,1405544,I,α&β,arm&center
680001,700001,0.2029624944991647,1418218,I,α&β,arm&center
700001,720001,0.20570979231738618,1401544,I,α&β,arm&center
720001,740001,0.20315909250233175,1407006,I,α&β,arm&center
740001,760001,0.19958721358345072,1397100,I,α&β,arm&center
760001,780001,0.1916048036818237,1412245,I,α&β,arm&center
780001,800001,0.18704455383249202,1429179,I,α&β,arm&center
800001,820001,0.1817359595861866,1396828,I,α&β,arm&center
820001,840001,0.18409421062619166,1374016,I,α&β,arm&center
840001,860001,0.18230422583544703,1364634,I,α&β,arm&center
860001,880001,0.17828326790390658,1374702,I,α&β,arm&center
880001,900001,0.1782534621751712,1387411,I,α&β,arm&center
900001,920001,0.18405753674290237,1386313,I,α&β,arm&center
920001,940001,0.18261325105493745,1381962,I,α&β,arm&center
940001,960001,0.18149559596288126,1373187,I,α&β,arm&center
960001,980001,0.17761794366828945,1371528,I,α&β,arm&center
1,20001,0.44823934611979904,1869742,I,α&β,center
20001,40001,0.38582472355226216,1667352,I,α&β,center
40001,60001,0.35455979281359906,1601553,I,α&β,center
60001,80001,0.33730621479160205,1627715,I,α&β,center
80001,100001,0.32677373097796225,1633885,I,α&β,center
100001,120001,0.31584464790871714,1631256,I,α&β,center
120001,140001,0.31132230026526103,1623329,I,α&β,center
140001,160001,0.3140096816977532,1571419,I,α&β,center
160001,180001,0.3117690035143716,1550700,I,α&β,center
180001,200001,0.3059401544624306,1577433,I,α&β,center
200001,220001,0.30685607013793387,1612883,I,α&β,center
220001,240001,0.30732791056103226,1574259,I,α&β,center
240001,260001,0.30934225161324896,1542265,I,α&β,center
260001,280001,0.3080058694825224,1550937,I,α&β,center
280001,300001,0.3010936886394101,1543393,I,α&β,center
300001,320001,0.29450262637089125,1545158,I,α&β,center
320001,340001,0.295109700229375,1540510,I,α&β,center
340001,360001,0.29534980874198735,1525483,I,α&β,center
360001,380001,0.28798558176463096,1521407,I,α&β,center
380001,400001,0.28602796818670734,1501202,I,α&β,center
400001,420001,0.28909041642972383,1502293,I,α&β,center
420001,440001,0.293912266743577,1510949,I,α&β,center
440001,460001,0.29897883612827303,1505820,I,α&β,center
460001,480001,0.30376886335143294,1486182,I,α&β,center
480001,500001,0.304675185618427,1468610,I,α&β,center
500001,520001,0.30224551020861945,1476584,I,α&β,center
520001,540001,0.2908669919744084,1451154,I,α&β,center
540001,560001,0.28808015552697575,1431626,I,α&β,center
560001,580001,0.2861799474016929,1423516,I,α&β,center
580001,600001,0.27975339795264964,1441606,I,α&β,center
600001,620001,0.27771030737035357,1435019,I,α&β,center
620001,640001,0.27487173509917107,1414672,I,α&β,center
640001,660001,0.2669379391191976,1391906,I,α&β,center
660001,680001,0.268237022331581,1382098,I,α&β,center
680001,700001,0.2732008064175909,1372140,I,α&β,center
700001,720001,0.2784872950400207,1375936,I,α&β,center
720001,740001,0.2749778322360702,1369091,I,α&β,center
740001,760001,0.27069116958771955,1361053,I,α&β,center
760001,780001,0.26404510219425537,1366518,I,α&β,center
780001,800001,0.2565586062630824,1397800,I,α&β,center
800001,820001,0.25061034272330196,1362793,I,α&β,center
820001,840001,0.2562204823178139,1331518,I,α&β,center
840001,860001,0.25838568677894586,1316449,I,α&β,center
860001,880001,0.259208584589778,1315576,I,α&β,center
880001,900001,0.26103206637256393,1332368,I,α&β,center
900001,920001,0.2684464892199795,1343110,I,α&β,center
920001,940001,0.2698456861487714,1322962,I,α&β,center
940001,960001,0.2738713549708065,1317345,I,α&β,center
960001,980001,0.2706055925451305,1306670,I,α&β,center
1,20001,0.5717958621784822,1444222,I,β,arm
20001,40001,0.50294827663751,1265563,I,β,arm
40001,60001,0.46947529994213,1263485,I,β,arm
60001,80001,0.4356947461176879,1223929,I,β,arm
80001,100001,0.41785379207640944,1210564,I,β,arm
100001,120001,0.41193828630509993,1206031,I,β,arm
120001,140001,0.3971145132407445,1188343,I,β,arm
140001,160001,0.3819192986821728,1203716,I,β,arm
160001,180001,0.37322351215749355,1183330,I,β,arm
180001,200001,0.3561821683884491,1148087,I,β,arm
200001,220001,0.35003937760939624,1148788,I,β,arm
220001,240001,0.3390651024684414,1107082,I,β,arm
240001,260001,0.3262413792305572,1109644,I,β,arm
260001,280001,0.3130161050836868,1102336,I,β,arm
280001,300001,0.3065331932634193,1091972,I,β,arm
300001,320001,0.2941059860236294,1106132,I,β,arm
320001,340001,0.2851178281033674,1071341,I,β,arm
340001,360001,0.27410934360634714,1072205,I,β,arm
360001,380001,0.2619199859635241,1082022,I,β,arm
380001,400001,0.25126613593808167,1088642,I,β,arm
400001,420001,0.25368740509310866,1081491,I,β,arm
420001,440001,0.2454587692269047,1067729,I,β,arm
440001,460001,0.24701907394140613,1069523,I,β,arm
460001,480001,0.23951500524264435,1068531,I,β,arm
480001,500001,0.23311617495755382,1027113,I,β,arm
500001,520001,0.22457238829315235,1012292,I,β,arm
520001,540001,0.21871264424120818,1019882,I,β,arm
540001,560001,0.21351963957074896,1001349,I,β,arm
560001,580001,0.20889643142026995,1007507,I,β,arm
580001,600001,0.19928002289496446,996147,I,β,arm
600001,620001,0.1978798357574482,988003,I,β,arm
620001,640001,0.19735706643418682,967213,I,β,arm
640001,660001,0.19281777939924158,944819,I,β,arm
660001,680001,0.19859114817877715,928049,I,β,arm
680001,700001,0.18607197903722625,930869,I,β,arm
700001,720001,0.18179545406185396,906102,I,β,arm
720001,740001,0.1743213996654532,904499,I,β,arm
740001,760001,0.17012434411291905,880662,I,β,arm
760001,780001,0.1669921317363974,895140,I,β,arm
780001,800001,0.166111455074161,894441,I,β,arm
800001,820001,0.1586060989020248,872031,I,β,arm
820001,840001,0.15492331877349697,861361,I,β,arm
840001,860001,0.14374329935756397,862727,I,β,arm
860001,880001,0.13535495779071577,844202,I,β,arm
880001,900001,0.1340645960804902,841258,I,β,arm
900001,920001,0.1311659549101858,825058,I,β,arm
920001,940001,0.13380714808847377,812334,I,β,arm
940001,960001,0.12529166955793358,806963,I,β,arm
960001,980001,0.1189546284417079,822166,I,β,arm
1,20001,0.5484658879168218,1556521,I,β,arm&center
20001,40001,0.4840779976912497,1377549,I,β,arm&center
40001,60001,0.45412670622714013,1352054,I,β,arm&center
60001,80001,0.4317734703436831,1345708,I,β,arm&center
80001,100001,0.414922287850844,1337775,I,β,arm&center
100001,120001,0.4057097098571065,1338530,I,β,arm&center
120001,140001,0.3997087306246759,1330528,I,β,arm&center
140001,160001,0.39681879347087917,1322991,I,β,arm&center
160001,180001,0.3873720200475337,1300201,I,β,arm&center
180001,200001,0.3751928943961877,1303370,I,β,arm&center
200001,220001,0.3760676736738456,1322915,I,β,arm&center
220001,240001,0.3715573095027749,1284886,I,β,arm&center
240001,260001,0.3672643080096398,1267911,I,β,arm&center
260001,280001,0.3601008229156368,1272601,I,β,arm&center
280001,300001,0.35177084519968,1278305,I,β,arm&center
300001,320001,0.34074419048126875,1293688,I,β,arm&center
320001,340001,0.33285581234154266,1276541,I,β,arm&center
340001,360001,0.3288690733435257,1271271,I,β,arm&center
360001,380001,0.3168340782641295,1288440,I,β,arm&center
380001,400001,0.3116780533654577,1287641,I,β,arm&center
400001,420001,0.3143327048598347,1291362,I,β,arm&center
420001,440001,0.3125662623639878,1291553,I,β,arm&center
440001,460001,0.3149496437580688,1290355,I,β,arm&center
460001,480001,0.3141023056098175,1290605,I,β,arm&center
480001,500001,0.31262777619052173,1265538,I,β,arm&center
500001,520001,0.30624801479399427,1264580,I,β,arm&center
520001,540001,0.29474355186089496,1257835,I,β,arm&center
540001,560001,0.2900941436168845,1253675,I,β,arm&center
560001,580001,0.2888880187078236,1258824,I,β,arm&center
580001,600001,0.2849128722969039,1264517,I,β,arm&center
600001,620001,0.28618601094470714,1250882,I,β,arm&center
620001,640001,0.28420333038404594,1227307,I,β,arm&center
640001,660001,0.2802168063231573,1213336,I,β,arm&center
660001,680001,0.28129661088216185,1217371,I,β,arm&center
680001,700001,0.2785245691766889,1209470,I,β,arm&center
700001,720001,0.2789071108834027,1200563,I,β,arm&center
720001,740001,0.27768933814473995,1198067,I,β,arm&center
740001,760001,0.2768141857585003,1186515,I,β,arm&center
760001,780001,0.26837527925866245,1197837,I,β,arm&center
780001,800001,0.26240889813276197,1207978,I,β,arm&center
800001,820001,0.2527294856867808,1183430,I,β,arm&center
820001,840001,0.2532847184486944,1177777,I,β,arm&center
840001,860001,0.24951232291457476,1167677,I,β,arm&center
860001,880001,0.24872042000436592,1161962,I,β,arm&center
880001,900001,0.24653300303000472,1175760,I,β,arm&center
900001,920001,0.25306098160137214,1175058,I,β,arm&center
920001,940001,0.251844258291448,1172930,I,β,arm&center
940001,960001,0.24969179111819537,1159865,I,β,arm&center
960001,980001,0.24246631499212093,1166659,I,β,arm&center
1,20001,0.5293902349557221,1655692,I,β,center
20001,40001,0.46878300655865857,1461701,I,β,center
40001,60001,0.4422056007712611,1401772,I,β,center
60001,80001,0.4281221077785078,1413291,I,β,center
80001,100001,0.41387079674741,1406969,I,β,center
100001,120001,0.40280745129986756,1401462,I,β,center
120001,140001,0.40280093784314086,1399362,I,β,center
140001,160001,0.40847413296575147,1355408,I,β,center
160001,180001,0.40207271842652603,1318348,I,β,center
180001,200001,0.39214082440104414,1339016,I,β,center
200001,220001,0.3984676003027982,1365666,I,β,center
220001,240001,0.3979642526989729,1322675,I,β,center
240001,260001,0.40075559024583124,1290247,I,β,center
260001,280001,0.3965005482925359,1305155,I,β,center
280001,300001,0.38565900990214913,1316387,I,β,center
300001,320001,0.37338964026312216,1325395,I,β,center
320001,340001,0.36907199922550366,1326087,I,β,center
340001,360001,0.3685802151366258,1301045,I,β,center
360001,380001,0.35513531138225685,1319227,I,β,center
380001,400001,0.35492682897038785,1311702,I,β,center
400001,420001,0.3572844622029711,1325830,I,β,center
420001,440001,0.3604057775890446,1328917,I,β,center
440001,460001,0.36002254042722326,1311108,I,β,center
460001,480001,0.364879475484427,1303761,I,β,center
480001,500001,0.36672297097557105,1306128,I,β,center
500001,520001,0.3611794749276263,1308375,I,β,center
520001,540001,0.3489724336096485,1273233,I,β,center
540001,560001,0.3475570730140305,1252679,I,β,center
560001,580001,0.34772222269377573,1236392,I,β,center
580001,600001,0.3463781858983295,1245089,I,β,center
600001,620001,0.3486046348315226,1238397,I,β,center
620001,640001,0.3446337449410206,1208836,I,β,center
640001,660001,0.339743260403892,1188138,I,β,center
660001,680001,0.33962276091266663,1171463,I,β,center
680001,700001,0.34799835469778606,1151636,I,β,center
700001,720001,0.3504338042364134,1161756,I,β,center
720001,740001,0.3480965760335401,1154178,I,β,center
740001,760001,0.3476365044139874,1146995,I,β,center
760001,780001,0.34060431702468513,1148066,I,β,center
780001,800001,0.3316298735030573,1169397,I,β,center
800001,820001,0.31873007268553716,1145963,I,β,center
820001,840001,0.32162735109807017,1126808,I,β,center
840001,860001,0.3225894733744142,1108462,I,β,center
860001,880001,0.3229843173391348,1109934,I,β,center
880001,900001,0.32066999074284813,1132387,I,β,center
900001,920001,0.3339874039248944,1149543,I,β,center
920001,940001,0.3346157475582887,1139064,I,β,center
940001,960001,0.3389104013957092,1123797,I,β,center
960001,980001,0.33361090428962487,1107212,I,β,center
1,20001,0.5842995050760263,1268628,II,α,arm
20001,40001,0.5125295032563691,1115379,II,α,arm
40001,60001,0.4808319598832299,1118169,II,α,arm
60001,80001,0.44977768474663926,1080123,II,α,arm
80001,100001,0.4226699181868843,1020694,II,α,arm
100001,120001,0.41038353192347377,993475,II,α,arm
120001,140001,0.38021300288284104,964848,II,α,arm
140001,160001,0.36686099181839393,934246,II,α,arm
160001,180001,0.3604091898897189,929722,II,α,arm
180001,200001,0.33918675777172325,930134,II,α,arm
200001,220001,0.3395664957982309,893714,II,α,arm
220001,240001,0.3342845358035685,877643,II,α,arm
240001,260001,0.3161631720135789,883598,II,α,arm
260001,280001,0.309213651076831,864526,II,α,arm
280001,300001,0.2884356120215189,860155,II,α,arm
300001,320001,0.2793022391516967,869872,II,α,arm
320001,340001,0.2591580814869262,860413,II,α,arm
340001,360001,0.23896441270234903,845738,II,α,arm
360001,380001,0.22376132641584937,849527,II,α,arm
380001,400001,0.21525933037215186,870058,II,α,arm
400001,420001,0.2130921363891966,873254,II,α,arm
420001,440001,0.20108234554957577,869873,II,α,arm
440001,460001,0.19561881256457692,870198,II,α,arm
460001,480001,0.18881852914287672,832878,II,α,arm
480001,500001,0.18272586196078586,851441,II,α,arm
500001,520001,0.17193844009975306,850602,II,α,arm
520001,540001,0.1642481994155777,815832,II,α,arm
540001,560001,0.15000300715834383,812380,II,α,arm
560001,580001,0.13430109957376174,820502,II,α,arm
580001,600001,0.12257399759545273,806358,II,α,arm
600001,620001,0.11918671777929604,753838,II,α,arm
620001,640001,0.11602088782074595,741907,II,α,arm
640001,660001,0.10962383957682614,723902,II,α,arm
660001,680001,0.10865524839507755,688830,II,α,arm
680001,700001,0.10668610061301612,688294,II,α,arm
700001,720001,0.10338347627700308,696839,II,α,arm
720001,740001,0.10373280914116774,669396,II,α,arm
740001,760001,0.10203110669032084,672059,II,α,arm
760001,780001,0.09932184848943258,673586,II,α,arm
780001,800001,0.09359787676338727,667264,II,α,arm
800001,820001,0.0870823869643618,661682,II,α,arm
820001,840001,0.08117694897011957,662066,II,α,arm
840001,860001,0.07553539934155333,667504,II,α,arm
860001,880001,0.06895198122400485,660721,II,α,arm
880001,900001,0.06625286222114891,671769,II,α,arm
900001,920001,0.0631307131981478,675045,II,α,arm
920001,940001,0.05801497909412729,644235,II,α,arm
940001,960001,0.05352052517316698,650169,II,α,arm
960001,980001,0.051002440474980086,652969,II,α,arm
1,20001,0.6043937353226706,1510544,II,α,arm&center
20001,40001,0.5626172240673988,1350942,II,α,arm&center
40001,60001,0.5457916015117873,1314769,II,α,arm&center
60001,80001,0.5331887644692825,1297259,II,α,arm&center
80001,100001,0.5216715703662937,1289178,II,α,arm&center
100001,120001,0.5183499417448005,1250005,II,α,arm&center
120001,140001,0.5052716742274028,1219351,II,α,arm&center
140001,160001,0.502130528017447,1207699,II,α,arm&center
160001,180001,0.49497737101023487,1227084,II,α,arm&center
180001,200001,0.48478472975765746,1226920,II,α,arm&center
200001,220001,0.4807749142587507,1228746,II,α,arm&center
220001,240001,0.48133938189348174,1222934,II,α,arm&center
240001,260001,0.4754301718784275,1234659,II,α,arm&center
260001,280001,0.47266056026706826,1227864,II,α,arm&center
280001,300001,0.46826179432525744,1249825,II,α,arm&center
300001,320001,0.46543263084259784,1269356,II,α,arm&center
320001,340001,0.456318584579832,1263341,II,α,arm&center
340001,360001,0.4502008117541045,1237313,II,α,arm&center
360001,380001,0.44071386439288673,1235911,II,α,arm&center
380001,400001,0.4333082650694345,1255539,II,α,arm&center
400001,420001,0.4316864767688355,1251720,II,α,arm&center
420001,440001,0.42412198866655043,1235487,II,α,arm&center
440001,460001,0.4246927504918892,1217024,II,α,arm&center
460001,480001,0.42722261364828046,1219123,II,α,arm&center
480001,500001,0.42227564545366675,1231454,II,α,arm&center
500001,520001,0.4201977213553678,1220395,II,α,arm&center
520001,540001,0.41767587524252137,1207647,II,α,arm&center
540001,560001,0.4089170035712808,1204008,II,α,arm&center
560001,580001,0.40389861174512237,1203589,II,α,arm&center
580001,600001,0.4026911810617573,1200416,II,α,arm&center
600001,620001,0.40554302031393047,1197476,II,α,arm&center
620001,640001,0.40498609481119985,1196457,II,α,arm&center
640001,660001,0.39931374624394145,1202527,II,α,arm&center
660001,680001,0.39998216141768955,1178660,II,α,arm&center
